,count,gender,name,probability
743,951.0,male,RUBEN,0.99
744,,,FORMERCSC,
745,,,JSTRYX,
746,,,XANDERIF,
747,,,TGBLAKE,
748,,,CHEESEKO,
749,,,NEWKIDONTHESTOCKS,
750,,,ARAHIM,
751,,,ITRADEDAILY,
752,,,LUMBERFROG,
753,,,HOLICOW,
754,,,DPODLEY,
755,,,DENNISCHP,
756,,,THUNDERGUTS,
757,1.0,male,ROTEN,1.0
758,,,KSUSTUDENT,
759,,,JAMYL,
760,,,JALVIARG,
761,2.0,female,DAYTONA,1.0
762,,,CPAINVA,
763,,,JOHNNYGAY,
764,,,TTREDRAIDERWIN,
765,,,NJASBOJOHN,
766,,,DBESTNINDY,
767,,,RAYEBOB,
768,,,GRANDJANERO,
769,,,SEBOFCOURSE,
770,,,CRAMLY,
771,,,PASCOUT,
772,,,RKARIM,
773,,,CMORGANISM,
774,1.0,male,STRATEGIC,1.0
775,,,DRAGONRIDER,
776,,,LUKAMJ,
777,,,KLOBBASA,
778,,,GARFREA,
779,,,BWOODSMALL,
780,,,TRUCTOR,
781,6.0,male,SARWAR,1.0
782,,,BTIPPETT,
783,689.0,male,FABIAN,0.99
784,,,ACCOUNTING,
785,,,ARCHERS,
786,,,MICHELCHAT,
787,,,REALJOURNALISM,
788,,,MICHAYSF,
789,,,RMCGINNESS,
790,,,XUHUA,
791,,,INDIEKIDUK,
792,,,FRANKZ,
793,2.0,male,DJRICHARD,1.0
794,1.0,male,INET,1.0
795,,,BUSTEROSODD,
796,,,SNOWEE,
797,,,CCHAMBERS,
798,,,ZHENGXI,
799,215.0,female,LILLY,1.0
800,,,BENNETTBCE,
801,,,FIDLSTIX,
802,,,BCARRERO,
803,,,CHARLIEWALKER,
804,,,JOHNJLANE,
805,,,HELPMEPICKAWINNER,
806,,,WHITEWABIT,
807,,,INNERLION,
808,,,GCREEKER,
809,,,ALYOSHAK,
810,,,PFRANCKE,
811,,,PETERPEZ,
812,,,DORLEANS,
813,,,DJENK,
814,,,GMRPEABODY,
815,307.0,male,DEVIN,0.86
816,,,BMOHOREK,
817,,,JIMMYZSKI,
818,,,POPSHCOOM,
819,,,BILLKAL,
820,,,SRINIV,
821,,,QRITARI,
822,,,SPECULATIVEFEVER,
823,,,TEAMSTER,
824,,,FTSFREDAVE,
825,,,KHEMERA,
826,,,DINGSHENG,
827,,,SMALLCAPPER,
828,,,COOLLUSA,
829,,,DPARAVALOS,
830,,,WHITEKNAVE,
831,,,SCIENCEGUY,
832,,,SKIRKBOND,
833,,,NEX,
834,,,COMEDY,
835,43.0,male,DARNELL,0.98
836,,,AMICHAELLARSON,
837,,,CLIENHART,
838,,,MAHIK,
839,,,HERIC,
840,,,MCPHILIP,
841,,,GETTHEPEOPLEGOING,
842,,,ENETCOM,
843,,,BENDEDAW,
844,,,HECTORSEZ,
845,,,UNIQUEJOSH,
846,,,MYRONL,
847,,,JERRYSHAINOCK,
848,,,TROLLIPOP,
849,,,KTSAVED,
850,,,MIKEDNEWYORKCITY,
851,28.0,female,ALA,0.5
852,,,LIGHTHOUSECPA,
853,,,THESTOCKTRADER,
854,,,BRADSMITH,
855,,,CMPSVKTR,
856,,,JINCHOICE,
857,1.0,female,MEHTA,1.0
858,,,DEEVO,
859,4.0,female,LOOPY,1.0
860,5.0,female,GIG,0.8
861,,,CAROLPERRY,
862,,,ACGREENE,
863,,,GLAVA,
864,,,KELATIOUS,
865,,,GILCON,
866,,,SBLC,
867,,,UPNORTH,
868,,,RWKING,
869,,,ALEKSDGREAT,
870,,,SVANDEHEY,
871,,,NOPUNDITZ,
872,,,FUNKLETRUMPH,
873,,,DWRAIDER,
874,,,SCOTTGOGO,
875,146.0,male,RUSTY,0.99
876,359.0,male,FABRIZIO,0.99
877,,,RODOLFOSERNA,
878,,,RDCARLESON,
879,,,SCHLOSSBERG,
880,,,JETHOMATIC,
881,,,DANTHEMAN,
882,,,BNC,
883,,,MELVINMOO,
884,,,RASHKINFINANCIAL,
885,,,STEVENAA,
886,,,PENDOLINO,
887,,,MJOLEJNIK,
888,1.0,male,CAPITANO,1.0
889,,,JWAYMOO,
890,,,MBOERMA,
891,,,TOPFEEDER,
892,,,SEANJFENNELL,
893,,,ONATIVE,
894,,,ACUITYWEALTHMGMT,
895,,,JPENNY,
896,,,STRAHITREPET,
897,,,ALTAR,
898,,,GATEMAN,
899,,,KALBOKING,
900,,,HABEAR,
901,,,ALTAWINGER,
902,,,CANTHINKOFANAME,
903,,,NOROZ,
904,45.0,male,FARIS,1.0
905,,,OBIEEPHYHM,
906,,,PHARMANCO,
907,,,BOBDBUS,
908,,,UNINVESTED,
909,,,DSYMONS,
910,,,SGHOOD,
911,,,SIDSNOT,
912,,,BALBAS,
913,,,FRACGUY,
914,,,VLASKO,
915,,,ADAMKN,
916,,,BENETLTRIBBLE,
917,3.0,male,AVID,0.67
918,,,ANALEMMA,
919,,,CURIOUSJ,
920,,,JRLCTRL,
921,,,MEDRAT,
922,,,PALAZOLOUP,
923,,,STRANGERHOO,
924,,,PTKVMN,
925,,,TOPPICKSUNLIMITED,
926,233.0,female,PATRIZIA,1.0
927,,,CARDIOID,
928,,,CHRISHSUAN,
929,,,NOKIEES,
930,,,FIGHTING,
931,,,DADGITATOR,
932,,,CNXT,
933,,,NORTONJB,
934,,,CHODAL,
935,,,TEEHEE,
936,2.0,male,ROCKMAN,1.0
937,2.0,male,ELTHON,1.0
938,,,MOUTIE,
939,,,GSTAGEMAN,
940,,,JOHNNYHAHA,
941,2.0,male,FD,1.0
942,16.0,male,FOSTER,0.88
943,,,CITISHARK,
944,,,WESLEYG,
945,,,SWCHINA,
946,,,SCOTTWAGNER,
947,,,NIVEOSERENITY,
948,,,AMBERGRIS,
949,,,HJE,
950,,,NOVACANE,
951,,,OOFOOFOOF,
952,79.0,male,ALEXANDROS,1.0
953,,,VXMIKE,
954,,,FDTP,
955,,,DAMTEWM,
956,,,STRIKEPRICES,
957,,,BILLTEE,
958,,,DREWSWORLD,
959,,,RSCHMIDL,
960,,,ITSVALUEDUDE,
961,,,CONFUSEIUS,
962,,,RICHIEREDPENCIL,
963,,,MIGASEGGS,
964,,,WILLOWTHEWISP,
965,,,TXGATOR,
966,,,MADCHEM,
967,1.0,female,NANIA,1.0
968,,,DIMESFORDOLLARS,
969,,,BALD,
970,,,HECKLEHELIX,
971,,,FBASHORE,
972,,,DAMASTR,
973,,,TOZBIKIANHA,
974,,,STOCKPICKERS,
975,2.0,female,SPARKLING,1.0
976,,,TECMKR,
977,,,RJSQUIRESJR,
978,,,JSUJET,
979,,,SCOTTYBILLS,
980,,,CHICAGOVOL,
981,,,RAVISURYA,
982,,,PRESIDENTASP,
983,,,AIMTIAZ,
984,,,ANDREWN,
985,,,RENEWALINV,
986,,,MJCMURPHY,
987,,,KANGAROOLIPSTICK,
988,,,WHATDOWEKNOW,
989,,,MINWEIY,
990,,,HALCONNOCHE,
991,,,POPPOPLEFF,
992,,,WELLSFARGO,
993,,,SIERRANVIN,
994,,,ALIGATOR,
995,,,EYEONTHEVIX,
996,,,CBROCCOLI,
997,,,RICHSHORTT,
998,,,LSAHN,
999,,,DISRUPTIVE,
0,,,AZAMFOTIS,
1,,,OLDWARRIOR,
2,,,VALSVET,
3,,,WYNDOS,
4,26.0,female,NIRMALA,1.0
5,,,STEVENBATH,
6,,,BUCKAA,
7,,,ADOMANT,
8,,,HOUSEMONEY,
9,,,FRANKVIAJE,
10,,,BTJ,
11,,,CARRIEXP,
12,,,DSTOCKGUY,
13,,,CHANGI,
14,,,ABHINAVVISHNU,
15,,,SWISSDUDE,
16,,,OCEANTRADES,
17,,,MORLEYADAMS,
18,,,BIZZOTRADER,
19,,,CASTETTER,
20,,,MATHLIAISON,
21,,,BNYTCHSTOCKS,
22,,,EISOTRADER,
23,382.0,male,LANCE,0.98
24,,,ANNYINGRAM,
25,,,MIJKA,
26,,,COLORADOZMAN,
27,,,BIOGROUP,
28,,,MAXDAM,
29,,,MAPOLSTEIN,
30,160.0,male,OLE,0.99
31,,,WMCOVERDALE,
32,,,JBUDDLE,
33,,,LOWPDOP,
34,,,PAMT,
35,,,AJAXPSU,
36,,,ELCOPONE,
37,,,TRUTHSEEKERXXX,
38,,,KAZIIM,
39,,,UPEARLY,
40,,,ONEFORJULE,
41,,,AURORIUM,
42,,,LVWINGFAN,
43,1.0,male,SNAPPER,1.0
44,,,GEMMILLB,
45,,,WEISZ,
46,275.0,male,ALDO,1.0
47,,,DEANOFISH,
48,1.0,male,FIBER,1.0
49,,,MERCTRADER,
50,,,CRUDOWNS,
51,,,VINSMAN,
52,7.0,male,LAIN,0.57
53,,,BOBSOUTH,
54,,,CMPAJOR,
55,,,ROCKWALL,
56,,,JEBEATSFISH,
57,,,RICHRAND,
58,,,MOJOJONO,
59,2949.0,male,TIM,0.99
60,,,RHGORDON,
61,,,KNUUYE,
62,,,YCKMB,
63,,,PANASIUKPAWEL,
64,,,LEEPYONE,
65,,,BREMIDON,
66,,,PIERRERION,
67,,,JOEFILBERTO,
68,,,RUSTAL,
69,,,IWONAGAIN,
70,,,ALALALA,
71,,,GVRD,
72,,,GRANTCVDT,
73,,,VICTORIABURT,
74,,,JULIOVOLCANO,
75,,,GEOTTER,
76,,,IRISF,
77,,,SVILA,
78,,,DCHHAYA,
79,,,BELLBOTTOMBLUES,
80,,,MATTLIEBS,
81,,,SGEOL,
82,,,KBRAD,
83,,,TRADERJOEUSA,
84,,,MARKETINGMAVEN,
85,,,DCOLBURN,
86,1.0,male,ZIHAN,1.0
87,,,TABLETOPINSTALLER,
88,,,VANMORRIS,
89,,,JWAKELAND,
90,,,PRAIRIEDAWG,
91,,,LAKERAY,
92,,,DOCTOROE,
93,,,OSTYLE,
94,,,IKITORP,
95,1.0,female,CONSTITUTION,1.0
96,,,JACKCABLE,
97,,,JGRVES,
98,,,GWHDIESEL,
99,,,LOGRIBEL,
100,,,TONINJA,
101,,,TIDEBOAT,
102,,,GOLDIKOVA,
103,5.0,male,MALCOM,1.0
104,,,STEVEAR,
105,,,ACEJD,
106,,,JNVEST,
107,,,BULLION,
108,,,RACEDUDE,
109,,,STKMN,
110,,,ROGERFAULKNER,
111,,,TBFAVERO,
112,,,ANDREP,
113,,,GENYUS,
114,,,DIGIDR,
115,,,NORCALMAN,
116,,,MWBACH,
117,,,FREDOFKELLER,
118,,,GUILLERMOLEON,
119,,,BLACKSLAX,
120,148.0,male,JEFFERY,1.0
121,,,DJBACON,
122,280.0,female,GABRIELLA,0.99
123,,,SPITTTT,
124,,,MATTSMATH,
125,,,TSXTRADER,
126,,,STEVES,
127,,,RAECO,
128,,,TRADERWALT,
129,,,CUTLERG,
130,1.0,female,LOKEE,1.0
131,,,NBHOG,
132,,,BIPARTISAN,
133,290.0,male,ZACK,0.98
134,,,INFORMATIVEZ,
135,,,HAYSEED,
136,,,MDXGUY,
137,,,ODRIKEZ,
138,,,GOLDENDILEMMA,
139,,,KILLERKAUL,
140,,,RUGGEDDC,
141,1003.0,male,LUCAS,1.0
142,,,CHRISTIANPER,
143,,,JSSUSI,
144,,,DLHESSE,
145,,,INGOT,
146,,,VAINIAC,
147,,,TSARPYOTR,
148,,,ROBBJ,
149,,,RENTIER,
150,,,AVG,
151,,,LAYLAKEDAVE,
152,,,BRYANTJULIAN,
153,,,NCCSHLO,
154,,,LOTSALUK,
155,7.0,male,SIYABONGA,1.0
156,,,ABEMD,
157,,,BREADNBOWL,
158,,,DUAGO,
159,11.0,male,BRION,1.0
160,,,ANASTOS,
161,,,FRANKFORTE,
162,28.0,male,YALCIN,1.0
163,,,DULWILLIAMS,
164,6.0,female,HARJINDER,0.5
165,,,DJSMISC,
166,,,JACOBOND,
167,,,INCOMEBLIZZARD,
168,,,RAJIVHHH,
169,,,MYSAUG,
170,4.0,female,JOYFUL,1.0
171,,,PAQUAKER,
172,,,FARANDAWAY,
173,,,BUSHYTAILKITTY,
174,,,PREFERREDLOSER,
175,,,ZAYLYN,
176,46.0,male,AB,0.87
177,,,BRANDOLOGY,
178,,,PEBBLESBUFF,
179,,,RIRISH,
180,,,SHYBEG,
181,,,PUGGSLY,
182,,,KCKRISTAL,
183,,,CUTTHROUGHTHEBULL,
184,,,DANSOSCHIN,
185,,,SOMEONELONG,
186,,,KOBRAMASTER,
187,1.0,male,WENBO,1.0
188,,,TRADESTOXX,
189,,,URWOT,
190,,,SUBURBAN,
191,,,LESWUO,
192,,,NAVYWAVE,
193,,,EBAY,
194,,,MYGOALS,
195,,,OLDBANKER,
196,,,THINKMAC,
197,,,KAKABUB,
198,,,PUFFIDREDZ,
199,,,TENFLAGS,
200,,,BARNEYSBLUE,
201,,,WISDOMLONGCALL,
202,,,NOODLEPAW,
203,,,WILDDOG,
204,,,SHAREHOLDER,
205,,,BLACKHAWK,
206,,,SANCHOPANZA,
207,,,KHIYEUEM,
208,,,BCHERRY,
209,1.0,female,NYSE,1.0
210,,,AMYMICHAELS,
211,,,HARRYYUN,
212,,,UESASSASSIN,
213,,,TEEMONEY,
214,,,ENBEUU,
215,,,GARYNC,
216,,,COGSWELL,
217,,,PUDDNHEAD,
218,,,JKARDOS,
219,,,PUESTPETE,
220,,,CDM,
221,,,DAKOTAHNORTH,
222,,,ANGRYTILLIE,
223,,,VIEILHOMME,
224,,,RGOBEIL,
225,,,IMOHIUDDIN,
226,,,TRUCKINGANALYST,
227,,,BEARRISTERS,
228,,,HJCJRCAPE,
229,,,LOACHDRIVER,
230,,,BOOTHSSI,
231,,,ANCASTERMIKE,
232,,,EIEIO,
233,,,NERIFEDE,
234,,,VALUEHUNTER,
235,,,JOEAIT,
236,,,CRITICALBEAR,
237,,,WASSAW,
238,,,PEZTODAY,
239,,,SCRITTORESABINO,
240,,,SOPHIADEMAS,
241,,,BGETTY,
242,,,JETPILOTBLU,
243,,,SPAEDE,
244,,,JCALAB,
245,,,DINESHVELUPULA,
246,,,SMLCAPGROWTHINVESTOR,
247,,,HUGHGRIFFITHS,
248,,,JLEVANS,
249,,,ROVPILOT,
250,,,RICHHACKETT,
251,,,CUPOFJOE,
252,,,MALKMUS,
253,,,DISCODH,
254,,,SHERGO,
255,,,MAUIALOHA,
256,,,ABVH,
257,,,HIGHERALPHA,
258,,,UPRIVER,
259,,,PPALLARES,
260,,,GLBEJ,
261,,,WKDPSSH,
262,,,MIKEFITZ,
263,,,FASTCATAZULE,
264,,,SENIORVALUE,
265,29.0,female,RZ,1.0
266,,,MMCHILCOTE,
267,,,DAZETRADER,
268,,,KRCRAGEN,
269,,,CHIJONES,
270,,,BIODUDE,
271,,,TERESAE,
272,,,STOCKMILLIONR,
273,,,HPBYPAST,
274,,,JOHNTHEOLD,
275,,,GORDONWONG,
276,,,JACKDBROWN,
277,3.0,male,BARMEN,1.0
278,,,FOSTERMIC,
279,,,PTYCHKA,
280,,,BIGSCEPTIC,
281,,,LOSTBUCKS,
282,,,EDWI,
283,,,SOCRATIC,
284,,,BOOKSELLER,
285,1.0,male,MORRISON,1.0
286,1.0,male,ALLDAY,1.0
287,,,BIGHORNDON,
288,,,INAKIRA,
289,,,TURTLERUNNER,
290,,,BRUNOBONI,
291,,,EAKING,
292,,,CHOOSE,
293,,,LEWANDRE,
294,,,ROLS,
295,,,ROBMATTHEWS,
296,,,ARLINIRVIN,
297,,,DIXCART,
298,,,NOBJFORMELVIN,
299,15.0,female,ELMIRA,1.0
300,,,SZWEINER,
301,,,MDEMICCO,
302,,,KEANEO,
303,,,WARRIORMORALS,
304,,,DCCOINS,
305,,,BMIKE,
306,48.0,female,YUN,0.77
307,,,BENNYANDERSON,
308,,,JYX,
309,,,JUANMARCODEPORRES,
310,,,SPAWNFH,
311,,,DIGITALMAN,
312,,,DGPA,
313,,,PBECKE,
314,,,UNIONRUN,
315,,,TIMETABLE,
316,,,PAPERCHASE,
317,2.0,male,KAIZEN,1.0
318,,,BUCKYH,
319,,,DAFACAI,
320,,,DEWCAL,
321,,,KMKANT,
322,,,ACEROUNDER,
323,,,STERLINGTIE,
324,,,CRUSADER,
325,,,NICCCO,
326,,,SUBULAZ,
327,,,SIMPLEGUY,
328,1.0,male,BROSS,1.0
329,,,WETNWILD,
330,,,TRUNGT,
331,,,PETEMORREALE,
332,1.0,male,LAKU,1.0
333,,,ODEDKIMHI,
334,,,EFRONTIER,
335,,,JPMERKER,
336,,,DIRTYSTOCKBIRD,
337,,,KARTOTHEBEAR,
338,,,TRADERSTRAFFIC,
339,,,LONEFLYCASTER,
340,,,SIMPSSW,
341,,,LONGHORNINVEST,
342,,,TERRYSAAB,
343,,,DISLOCATER,
344,,,LUXURYKING,
345,,,MOXI,
346,,,JACKSNAZZLE,
347,7.0,female,JANEA,1.0
348,,,BTECHED,
349,,,GEMOORER,
350,,,BLACKBEARDAN,
351,,,LEDWATCH,
352,1.0,female,KEETER,1.0
353,,,KYUNGHOON,
354,,,NORTHCAL,
355,,,AJUSTMAN,
356,,,LAGALAXY,
357,,,CTMIKE,
358,,,ADADE,
359,,,PLODEN,
360,,,PARROT,
361,,,BRITGIRL,
362,,,EWATSON,
363,,,TONYGOOD,
364,,,ARAG,
365,,,HABOUSH,
366,1.0,male,KULVEER,1.0
367,,,SFRENT,
368,,,CPVRE,
369,,,SIGLOBAL,
370,,,SHEMLI,
371,,,OLIGOPOLY,
372,,,CURIOSAN,
373,,,PLUTHAMAN,
374,,,HIGHEST,
375,,,GEORGEY,
376,,,BUZZAVERY,
377,,,BLEETH,
378,,,XSITE,
379,,,JDSCOGIN,
380,,,JAMESBABY,
381,,,KARANB,
382,,,NAVRIK,
383,,,MOJOWINSTON,
384,,,SOAPBOX,
385,,,TROLLMANNHATT,
386,,,UBETCHA,
387,4.0,female,ZAZ,0.5
388,,,MASTERRWONG,
389,,,COOLINAZ,
390,,,JOSELACO,
391,,,DRILLINAMERICA,
392,,,HUHWHAT,
393,,,JIMBREENJR,
394,,,DLOLLAR,
395,,,VCOLAVITA,
396,,,SPATRICKMARTIN,
397,,,MLPTOURGUIDE,
398,,,SICKRUMBEAR,
399,,,ZELLHOEFER,
400,,,BEAUTIFULSLOTMACHINE,
401,373.0,female,EDITH,1.0
402,151.0,female,ANU,0.92
403,,,HUISENDE,
404,4.0,female,EMRA,0.75
405,,,FCPHILLIP,
406,,,CONTROLLEDRISK,
407,,,HOLOMAN,
408,,,CAZAM,
409,,,THEELECTRICMAN,
410,,,SAYLOR,
411,,,BUYSIDENOTES,
412,,,MERLENDALE,
413,,,PRANRASVIJ,
414,,,NIKIMATHEW,
415,,,CHAMBORD,
416,,,BGRAH,
417,,,AKOPF,
418,,,RUSTYNC,
419,,,IMBIGT,
420,,,UNKNOWN,
421,,,PHANIBODD,
422,,,WARDWARZ,
423,,,TECHVET,
424,,,RKEIGH,
425,,,REALMARBLE,
426,,,MIKETHIBAULT,
427,,,SONQUI,
428,,,PATSOUTHCHI,
429,,,AWRJ,
430,11.0,male,AMISH,1.0
431,,,GRAVEDIGGER,
432,,,JETMANBASH,
433,,,JPTOWN,
434,,,YBNORMAL,
435,,,SSTRO,
436,,,FACEMAN,
437,,,THEKOREANMANG,
438,,,FLYINGMOOZE,
439,,,SPIKEEE,
440,,,SQUALLVN,
441,,,RROGUETRADERR,
442,,,DEOBINS,
443,,,AFSTALL,
444,,,STOCKMOVER,
445,,,JAMESMCFARLIN,
446,,,MBJONES,
447,,,MATTOKIISHI,
448,,,BLOEFELD,
449,,,TRACYPHIL,
450,,,BTBOLLIN,
451,,,SARAHSTANFORD,
452,75.0,male,JARRETT,0.99
453,,,SOVEREIGN,
454,299.0,male,VLADIMIR,1.0
455,,,LEARNTHETRUTH,
456,,,CAEV,
457,,,HOSSNFLO,
458,,,WIZENIGHTOWL,
459,,,SAHANIM,
460,,,SANTLO,
461,3.0,male,KONSTA,1.0
462,3.0,male,WISH,0.67
463,,,NAVSASH,
464,,,CONSERVECONSERVATIVE,
465,,,MDDESMOND,
466,,,PARKCITYCLOSET,
467,4.0,male,ARISH,0.75
468,,,MERIGOLDEN,
469,4441.0,female,SARA,0.99
470,,,APEMANJUAN,
471,,,THEESEER,
472,,,CASUAL,
473,,,LIQUNPU,
474,,,FULLAUTO,
475,,,HARDMANB,
476,,,HELOSIXX,
477,,,BAMANOMICAL,
478,,,CHRJAPIN,
479,,,COREANDEXPLORE,
480,,,TOSPOL,
481,,,GREBLACH,
482,23.0,female,PARVIN,0.91
483,,,JZAMBRAN,
484,,,HEALTHPICKER,
485,,,HOMERTOECLIPPER,
486,,,NOOKSURFER,
487,,,SDWATERBOY,
488,,,ITODD,
489,,,LOVEANDPASION,
490,,,HEROKLITUS,
491,100.0,male,JED,0.93
492,,,SITTINGBL,
493,,,FREERANGE,
494,,,SOBORAVEN,
495,,,FIZZIWIGS,
496,,,BULLORAMA,
497,,,DARSHDESILVA,
498,,,INEEDHELP,
499,,,EMUSTER,
500,,,WUYAGE,
501,,,VIREPCY,
502,,,BORISINCINCY,
503,,,JSGRILL,
504,,,CONSIDERWHY,
505,,,SALARYMANJ,
506,,,JRHUTKO,
507,,,TGGEL,
508,,,JUSTABI,
509,,,CHASTOM,
510,,,PATP,
511,,,EHOCHSTEIN,
512,,,TLKNGSTK,
513,,,AWESTRUM,
514,,,KENPASADENA,
515,,,WHERRLI,
516,,,NICKVHOFFMAN,
517,,,MJTOMLIN,
518,1.0,female,MRI,1.0
519,,,FROGGYWILLDIE,
520,,,VIKRAMNJNJJDJND,
521,,,CJHANSONWI,
522,,,BENIGN,
523,,,SCUD,
524,,,JVANDER,
525,,,JEFFMEDDIN,
526,,,JHONO,
527,,,HEDRON,
528,,,PITTSSC,
529,,,EYEKAYONE,
530,249.0,male,GENE,0.89
531,,,FOOBAR,
532,,,GTVRACER,
533,,,SURREALCIVIC,
534,,,MFITZ,
535,,,BOSOHN,
536,,,DRDPHD,
537,,,SOLOINVESTOR,
538,,,GOSIUS,
539,,,TDTODO,
540,,,RATFINKL,
541,,,TIEDYEDMIND,
542,,,BOXERTDOG,
543,,,PARDHIVESWAR,
544,,,UNHAPOPY,
545,145.0,male,JONATHON,1.0
546,,,PUSHTHERIVER,
547,,,BANCO,
548,,,FVINUYA,
549,,,DMRESNICK,
550,,,APREMIDIIIIIII,
551,,,LANCASJC,
552,,,ZZZMAN,
553,,,KEITHRMILLER,
554,,,TSVJUNKIE,
555,,,EXAMGENITE,
556,,,JONMAC,
557,,,DOBDOB,
558,23.0,male,FORD,0.96
559,,,BRIANTHATISBRIAN,
560,,,JOESEY,
561,,,DAVIDMCCULLOCH,
562,,,ACRONYM,
563,,,LASEWOOF,
564,,,SETGOALS,
565,,,SCRATCHGOLFER,
566,,,NICKAROO,
567,,,SYHERSCH,
568,,,PRAYFOROURYOUTH,
569,8.0,male,GARLAND,0.75
570,,,RADONCDOC,
571,,,LIEUTENANT,
572,,,EDMBALL,
573,,,AGEBAVI,
574,,,PARADODO,
575,,,BETHBOT,
576,,,BUYZJEWELRY,
577,,,PITHANT,
578,,,ECONOPICKS,
579,,,AMELIAMO,
580,,,BGUNDERSON,
581,,,NETNETWELL,
582,,,RAYSTOM,
583,,,SNOOPDOG,
584,,,HOWKIM,
585,,,TIGERTR,
586,,,AGONNELL,
587,167.0,female,MEI,0.89
588,,,PUMPTHEJUNK,
589,,,FRUITANDSALAD,
590,,,ZICONG,
591,3.0,male,DANZ,0.67
592,,,HEBBA,
593,,,MELTDOWNMAN,
594,,,KWYLEE,
595,,,THENEWK,
596,,,ANSHUMANKOWTHA,
597,,,MARKMARKS,
598,,,HUGHVW,
599,,,NYSHTRI,
600,,,HAPPYJACKETF,
601,,,FRIKKER,
602,,,MATOSJR,
603,,,SCH,
604,,,KNOB,
605,,,ITALIANCELTIC,
606,,,JDGARZA,
607,,,ERTSFAN,
608,,,PROFITASYOUCAN,
609,,,BRENTEAZ,
610,,,LEVINJSL,
611,1.0,male,LITH,1.0
612,,,FCHARLIE,
613,27.0,male,EREZ,1.0
614,,,GROWTHVESTOR,
615,,,JULAKANTI,
616,,,SOMEGUYSASK,
617,,,VASTATOR,
618,,,KLINDEMA,
619,,,GRADIENT,
620,,,MISTERKEL,
621,,,TEXASWIZ,
622,68.0,male,FRITZ,0.93
623,,,SEATTLE,
624,,,THINKINGATOMS,
625,,,GROSBILA,
626,16.0,male,MILIND,1.0
627,,,CORRECTCOMMA,
628,,,MRCLIFF,
629,385.0,male,TAN,0.71
630,,,SACKY,
631,,,FRESHWATER,
632,,,STOCKSDEAL,
633,,,FEARQUESTER,
634,5.0,male,VASILIY,1.0
635,,,SUNNYINOZ,
636,,,HEALTHYCATSMEOW,
637,,,MARYTORMEY,
638,,,WJDDP,
639,,,JODUST,
640,,,RWF,
641,,,DAVEMTL,
642,,,KHEOPS,
643,,,HAPPYTWO,
644,,,KIRBINSTER,
645,1078.0,male,LUCA,0.99
646,,,DIVTRADER,
647,,,LEAMESE,
648,,,ANDIAMMISTERBONES,
649,,,JAMESW,
650,,,TERILYNN,
651,,,BILLBOARD,
652,,,DGSTX,
653,,,SHUEPPER,
654,,,SLOOPGUY,
655,,,MIAINV,
656,,,JPNY,
657,,,UNCREATIVEUSERNAME,
658,,,JERRYMK,
659,,,VKVANA,
660,,,KAZAMAI,
661,,,RAGINGPUP,
662,,,ARENANOMICS,
663,,,ONLINEMEDIAGUY,
664,,,OLDEN,
665,,,JUSTWONDERIN,
666,1.0,male,HAOWEN,1.0
667,,,VZTRACKER,
668,,,BENZBERRY,
669,1.0,male,CONLEY,1.0
670,,,ANDERSONLMJR,
671,,,CONGLETON,
672,3.0,female,SUGI,0.67
673,,,JTWIST,
674,,,MEXICANROADRUNNER,
675,,,THATJUD,
676,,,SPORTSTORTS,
677,,,KARLFIGG,
678,8.0,male,TR,1.0
679,,,LIQAL,
680,,,KNWETH,
681,,,MANABOUTDALLAS,
682,,,CATHCAM,
683,,,JGEST,
684,,,OKGENIEZUCCINI,
685,,,OPNWHEELRACER,
686,,,BOSTONSOCIALMEDIA,
687,,,RNN,
688,,,IMDAFREAK,
689,,,AKRYLIX,
690,,,VIZZIR,
691,,,GRUPOII,
692,,,RSTRADER,
693,,,WORDJUNKIE,
694,,,ALDENE,
695,,,TFFDO,
696,,,KOFFEEDRAGON,
697,,,LIVERPOOLMIKED,
698,,,CEDARS,
699,,,ADDEDUPON,
700,,,FROSTYTEXAN,
701,,,RRKAAS,
702,,,ENERGYFUNDNYC,
703,,,GREENWAY,
704,,,GOOBIE,
705,,,READER,
706,,,SELUWUD,
707,,,KINGOFTHEINTERNET,
708,,,OLDCHEME,
709,,,DAYSAILOR,
710,6.0,male,GORDAN,1.0
711,,,CONSTRUCTIVECOMMENT,
712,,,TRADESENSE,
713,,,JIMIAN,
714,,,MRLOMBARDY,
715,33.0,female,AJA,0.88
716,,,URPSTER,
717,,,IVIEWIT,
718,1375.0,female,JUDY,1.0
719,,,JEROLY,
720,24.0,female,SHON,0.58
721,,,LARRYMCOUSINS,
722,,,RLWINVESTOR,
723,7.0,male,SPARE,1.0
724,,,RICKYLEES,
725,,,JWGOLD,
726,,,MARCUSCAMBY,
727,,,JEFRANK,
728,1.0,female,JLM,1.0
729,,,CLEW,
730,90.0,female,ARY,0.72
731,,,AAAAA,
732,,,ANOTHERTHING,
733,,,OBAMAPHOBE,
734,,,HAMMEROFTRUTH,
735,,,TIMELINE,
736,,,RROYCE,
737,,,GLBEATY,
738,,,GROG,
739,2.0,male,AMERIGO,1.0
740,,,JESSF,
741,,,MAJORG,
742,2.0,female,ALAS,0.5
743,,,NICOLASCLAUS,
744,,,DOCMORGAN,
745,,,DICARLO,
746,,,SILVERMETIMBERS,
747,,,EXAMAZONGUY,
748,,,MOZICK,
749,,,ABHINAVJAG,
750,10.0,male,STEW,1.0
751,,,RADII,
